Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,Car_Age,Mileage_per_Year,log_price,is_luxury,Luxury_EngineV_Interaction
Mercedes-Benz,21500.0,crossover,142,3.5,Petrol,yes,2008,ML 350,17,8.35,9.975808214115753,1,3.5
Mercedes-Benz,15800.0,other,264,2.2,Other,yes,2009,Vito,16,16.5,9.667765219015058,1,2.2
BMW,75555.0,sedan,30,4.4,Petrol,yes,2014,550,11,2.73,11.23261614684786,1,4.4
Toyota,8900.0,other,180,2.0,Petrol,yes,2003,Rav 4,22,8.18,9.093806555720231,0,0.0
Renault,6300.0,vagon,189,1.5,Diesel,yes,2008,Kangoo,17,11.12,8.748304912379623,0,0.0
Mitsubishi,20500.0,crossover,109,3.2,Diesel,yes,2009,Pajero Wagon,16,6.81,9.9281801651265,0,0.0
Volkswagen,11300.0,van,165,1.9,Diesel,yes,2010,Caddy,15,11.0,9.332558004700433,0,0.0
Volkswagen,42500.0,crossover,63,3.0,Diesel,yes,2014,Touareg,11,5.73,10.657259354912508,0,0.0
Toyota,28000.0,crossover,95,3.5,Gas,yes,2011,Highlander,14,6.79,10.239959789157341,0,0.0
Mitsubishi,17500.0,crossover,38,1.8,Petrol,yes,2012,ASX,13,2.92,9.769956159911606,0,0.0
Volkswagen,7800.0,van,282,2.5,Diesel,yes,2000,T4 (Transporter),25,11.28,8.961879012677683,0,0.0
Mercedes-Benz,74999.0,crossover,1,2.2,Diesel,yes,2016,GLE-Class,9,0.11,11.225230059096225,1,2.2
Renault,10200.0,other,39,1.5,Diesel,yes,2014,Kangoo,11,3.55,9.230142999272362,0,0.0
BMW,22500.0,sedan,179,3.0,Diesel,yes,2007,730,18,9.94,10.021270588192511,1,3.0
Mercedes-Benz,52777.0,sedan,60,3.0,Diesel,yes,2012,CLS 350,13,4.62,10.873830768729865,1,3.0
Toyota,14250.0,van,127,3.5,Other,yes,2007,Sienna,18,7.06,9.564512185696797,0,0.0
Toyota,26200.0,crossover,156,4.0,Gas,yes,2007,Land Cruiser Prado,18,8.67,10.173514689749188,0,0.0
Volkswagen,9800.0,van,299,2.5,Diesel,yes,2002,T4 (Transporter),23,13.0,9.190137664658664,0,0.0
Mercedes-Benz,47600.0,van,0,2.2,Diesel,yes,2016,Vito,9,0.0,10.770588040219511,1,2.2
Volkswagen,8700.0,other,357,2.5,Diesel,yes,2003,T4 (Transporter) ,22,16.23,9.071078304642676,0,0.0
BMW,30500.0,crossover,147,3.0,Diesel,yes,2008,X5,17,8.65,10.325481962595504,1,3.0
Renault,11700.0,vagon,177,1.5,Diesel,yes,2012,Laguna,13,13.62,9.367344120785848,0,0.0
Mercedes-Benz,6400.0,hatch,177,2.0,Diesel,no,2008,B 200,17,10.41,8.764053269347762,1,2.0
BMW,36400.0,crossover,80,3.0,Petrol,yes,2011,X5,14,5.71,10.502324053624832,1,3.0
Audi,75000.0,crossover,0,3.0,Diesel,yes,2015,Q7,10,0.0,11.225243392518447,1,3.0
Volkswagen,6000.0,hatch,195,1.2,Gas,yes,2004,Polo,21,9.29,8.699514748210191,0,0.0
Mercedes-Benz,4900.0,van,248,2.2,Diesel,yes,2003,Vito,22,11.27,8.496990484098719,1,2.2
Mercedes-Benz,6999.0,sedan,288,3.2,Gas,yes,2001,E-Class,24,12.0,8.85352256068954,1,3.2
Volkswagen,9900.0,other,171,1.6,Diesel,yes,2011,Caddy,14,12.21,9.20029003612268,0,0.0
Volkswagen,3500.0,sedan,189,1.8,Petrol,yes,1993,Vento,32,5.91,8.160518247477505,0,0.0
BMW,1750.0,vagon,200,2.0,Petrol,no,2000,520,25,8.0,7.4673710669175595,1,2.0
Renault,4600.0,sedan,230,1.5,Diesel,yes,2007,Kangoo,18,12.78,8.433811582477187,0,0.0
Volkswagen,9800.0,van,220,1.9,Diesel,yes,2008,Caddy,17,12.94,9.190137664658664,0,0.0
Renault,5950.0,van,135,1.5,Diesel,yes,2012,Kangoo,13,10.38,8.691146498539675,0,0.0
Renault,7400.0,van,120,1.5,Diesel,yes,2012,Kangoo,13,9.23,8.909235279192261,0,0.0
Audi,12800.0,sedan,217,1.8,Petrol,yes,2007,A4,18,12.06,9.457200449907708,1,1.8
Volkswagen,9000.0,sedan,59,1.6,Gas,yes,2013,Polo,12,4.92,9.104979856318357,0,0.0
Mitsubishi,18600.0,crossover,52,2.0,Petrol,yes,2013,Outlander,12,4.33,9.830916859701293,0,0.0
BMW,3900.0,sedan,340,2.5,Diesel,no,2000,525,25,13.6,8.268731832117737,1,2.5
Audi,92222.0,crossover,0,3.0,Diesel,yes,2016,Q7,9,0.0,11.431953992795103,1,3.0
Volkswagen,5400.0,other,314,2.4,Diesel,yes,1993,T4 (Transporter),32,9.81,8.594154232552366,0,0.0
Audi,16000.0,sedan,250,2.0,Diesel,yes,2008,A6,17,14.71,9.680344001221918,1,2.0
Volkswagen,3500.0,other,304,1.9,Diesel,no,2006,Touran,19,16.0,8.160518247477505,0,0.0
Mercedes-Benz,6500.0,sedan,270,2.8,Gas,yes,1999,E-Class,26,10.38,8.779557455883728,1,2.8
Mercedes-Benz,7000.0,sedan,300,4.3,Gas,yes,2000,E-Class,25,12.0,8.85366542803745,1,4.3
Renault,10499.0,vagon,121,1.5,Diesel,yes,2013,Megane,12,10.08,9.259035293514941,0,0.0
Renault,13900.0,crossover,111,2.5,Gas,yes,2010,Koleos,15,7.4,9.539644119118783,0,0.0
BMW,6400.0,other,220,2.5,Petrol,yes,1997,323,28,7.86,8.764053269347762,1,2.5
BMW,10800.0,sedan,246,3.0,Diesel,yes,2003,530,22,11.18,9.287301413112312,1,3.0
BMW,12700.0,hatch,130,2.0,Petrol,yes,2007,118,18,7.22,9.449357272446683,1,2.0
BMW,38500.0,sedan,140,2.0,Diesel,yes,2012,520,13,10.77,10.558413520275876,1,2.0
Mitsubishi,5999.0,sedan,150,1.6,Petrol,yes,2005,Lancer,20,7.5,8.699348067653093,0,0.0
Renault,9500.0,hatch,77,1.6,Petrol,yes,2011,Megane,14,5.5,9.159047077588632,0,0.0
Volkswagen,12000.0,van,196,2.0,Diesel,yes,2011,T5 (Transporter) ,14,14.0,9.392661928770137,0,0.0
Mercedes-Benz,38700.0,sedan,117,5.5,Petrol,yes,2010,S 550,15,7.8,10.563594879017874,1,5.5
Mercedes-Benz,40000.0,other,119,6.3,Petrol,yes,2008,ML 63 AMG,17,7.0,10.596634733096073,1,6.3
Mercedes-Benz,6900.0,other,311,2.2,Diesel,yes,1999,Vito,26,11.96,8.83927669058535,1,2.2
Audi,24300.0,sedan,43,1.8,Petrol,yes,2012,A4,13,3.31,10.09823162932864,1,1.8
Mitsubishi,17700.0,crossover,165,3.0,Gas,yes,2007,Pajero Wagon,18,9.17,9.78131991856192,0,0.0
Toyota,18999.0,crossover,153,2.7,Gas,yes,2006,Land Cruiser Prado,19,8.05,9.85214162518454,0,0.0
BMW,8300.0,sedan,200,4.4,Petrol,yes,2001,740,24,8.33,9.02401079378469,1,4.4
Toyota,25000.0,crossover,80,4.0,Gas,yes,2008,FJ Cruiser,17,4.71,10.126631103850338,0,0.0
Mitsubishi,12499.0,crossover,142,2.4,Gas,yes,2008,Outlander XL,17,8.35,9.433403920090221,0,0.0
BMW,2899.0,sedan,340,2.4,Diesel,yes,1988,524,37,9.19,7.972121128921655,1,2.4
BMW,19900.0,other,95,4.5,Petrol,yes,2005,645,20,4.75,9.898475010712584,1,4.5
Audi,51000.0,crossover,44,3.0,Diesel,yes,2014,Q7,11,4.0,10.839580911706463,1,3.0
Audi,81999.0,crossover,0,2.98,Diesel,yes,2016,Q7,9,0.0,11.314462331050079,1,2.98
BMW,9500.0,sedan,400,3.5,Gas,yes,1999,735,26,15.38,9.159047077588632,1,3.5
Mitsubishi,10200.0,crossover,99,2.0,Gas,yes,2008,Outlander,17,5.82,9.230142999272362,0,0.0
Mercedes-Benz,5500.0,van,260,2.2,Diesel,no,2004,Vito,21,12.38,8.612503371220562,1,2.2
Volkswagen,18500.0,sedan,74,1.8,Petrol,yes,2011,Passat CC,14,5.29,9.825526011066415,0,0.0
Volkswagen,11200.0,van,200,2.5,Diesel,yes,2003,T4 (Transporter),22,9.09,9.323669057283185,0,0.0
BMW,3099.0,sedan,320,2.0,Diesel,no,2000,320,25,12.8,8.038834757787749,1,2.0
Audi,27300.0,other,65,2.0,Petrol,yes,2011,TT,14,4.64,10.21464198117305,1,2.0
Mitsubishi,9700.0,sedan,120,2.4,Gas,yes,2006,Galant,19,6.32,9.179881164491475,0,0.0
Mitsubishi,18900.0,crossover,127,3.0,Gas,yes,2008,Pajero Wagon,17,7.47,9.846917201047734,0,0.0
Audi,33500.0,crossover,67,2.0,Petrol,yes,2011,Q5,14,4.79,10.419300717813158,1,2.0
Volkswagen,5500.0,van,400,1.9,Diesel,yes,1995,T4 (Transporter),30,13.33,8.612503371220562,0,0.0
Volkswagen,5300.0,sedan,270,1.8,Gas,yes,1997,Passat B5,28,9.64,8.575462099540212,0,0.0
Toyota,25500.0,crossover,200,4.0,Petrol,yes,2007,Land Cruiser Prado,18,11.11,10.146433731146518,0,0.0
Toyota,23660.0,crossover,125,3.5,Gas,yes,2013,Highlander,12,10.42,10.071541137532378,0,0.0
Mitsubishi,5900.0,sedan,170,1.6,Petrol,yes,2007,Lancer,18,9.44,8.68270762989381,0,0.0
Volkswagen,15900.0,sedan,150,2.0,Diesel,yes,2012,Passat B7,13,11.54,9.674074388208323,0,0.0
Mercedes-Benz,105999.0,crossover,0,2.98,Diesel,yes,2016,GLE-Class,9,0.0,11.57118493908744,1,2.98
Mercedes-Benz,18500.0,van,170,2.2,Diesel,yes,2010,Vito,15,11.33,9.825526011066415,1,2.2
BMW,86999.0,crossover,0,3.0,Diesel,yes,2016,X6,9,0.0,11.373651903317787,1,3.0
BMW,27800.0,sedan,170,2.0,Diesel,yes,2011,520,14,12.14,10.232791299678729,1,2.0
Volkswagen,9000.0,van,275,2.5,Diesel,yes,2002,T4 (Transporter),23,11.96,9.104979856318357,0,0.0
Toyota,12200.0,sedan,185,3.5,Petrol,yes,2008,Camry,17,10.88,9.409191230721348,0,0.0
Toyota,5800.0,sedan,200,2.2,Petrol,yes,1999,Camry,26,7.69,8.66561319653451,0,0.0
Volkswagen,14499.0,van,164,2.0,Diesel,yes,2013,T5 (Transporter) ,12,13.67,9.581834960513193,0,0.0
Audi,37000.0,other,170,3.0,Diesel,yes,2010,Q7,15,11.33,10.51867319162636,1,3.0
Volkswagen,4500.0,hatch,199,1.8,Petrol,yes,1996,Golf III,29,6.86,8.411832675758411,0,0.0
Audi,6557.85,sedan,327,4.2,Gas,yes,2000,A8,25,13.08,8.788418084315925,1,4.2
Renault,6800.0,sedan,219,1.6,Gas,yes,2007,Megane,18,12.17,8.824677891164198,0,0.0
BMW,37900.0,crossover,97,3.0,Diesel,yes,2010,X6,15,6.47,10.542706391070517,1,3.0
Audi,14200.0,sedan,176,3.0,Diesel,yes,2005,A6,20,8.8,9.560997243589352,1,3.0
Mitsubishi,9350.0,sedan,94,1.5,Gas,yes,2010,Lancer X,15,6.27,9.143131622282732,0,0.0
Toyota,3100.0,hatch,283,1.3,Petrol,yes,1994,Corolla,31,9.13,8.039157390473237,0,0.0
Mitsubishi,8400.0,crossover,100,3.2,Diesel,yes,2011,Pajero Wagon,14,7.14,9.035986984831405,0,0.0
Audi,30650.0,vagon,35,2.0,Petrol,yes,2013,A4 Allroad,12,2.92,10.330387941364357,1,2.0
Audi,8800.0,sedan,298,2.4,Gas,yes,1999,A6,26,11.46,9.082507000466299,1,2.4
Mitsubishi,7699.0,crossover,254,3.0,Petrol,yes,2002,Pajero Sport,23,11.04,8.94884572927805,0,0.0
Renault,6400.0,van,136,1.5,Diesel,yes,2012,Kangoo,13,10.46,8.764053269347762,0,0.0
Volkswagen,16200.0,hatch,44,1.4,Petrol,yes,2012,Golf VI,13,3.38,9.692766521220475,0,0.0
Volkswagen,4100.0,sedan,88,1.8,Gas,yes,1993,Vento,32,2.75,8.318742252692399,0,0.0
Mercedes-Benz,6800.0,sedan,235,2.2,Diesel,yes,1999,C-Class,26,9.04,8.824677891164198,1,2.2
Volkswagen,10600.0,sedan,75,1.6,Petrol,yes,2012,Polo,13,5.77,9.268609280100158,0,0.0
Toyota,13000.0,crossover,149,2.0,Petrol,yes,2006,Rav 4,19,7.84,9.472704636443673,0,0.0
Toyota,6500.0,sedan,248,2.0,Petrol,yes,2001,Avensis,24,10.33,8.779557455883728,0,0.0
Audi,25500.0,vagon,181,3.0,Petrol,yes,2009,A6 Allroad,16,11.31,10.146433731146518,1,3.0
Volkswagen,28000.0,crossover,132,2.0,Diesel,yes,2011,Amarok,14,9.43,10.239959789157341,0,0.0
Audi,3500.0,sedan,200,2.5,Diesel,no,2001,A8,24,8.33,8.160518247477505,1,2.5
Volkswagen,14899.0,van,165,2.0,Diesel,yes,2013,Caddy,12,13.75,9.60904937558734,0,0.0
BMW,3500.0,sedan,300,3.0,Diesel,no,1999,530,26,11.54,8.160518247477505,1,3.0
BMW,3500.0,sedan,272,2.0,Diesel,yes,2000,320,25,10.88,8.160518247477505,1,2.0
Volkswagen,71138.0,crossover,0,3.0,Diesel,yes,2016,Touareg,9,0.0,11.172376931528394,0,0.0
Renault,9658.94,sedan,1,1.2,Petrol,yes,2016,Logan,9,0.11,9.175639190336833,0,0.0
Volkswagen,13000.0,van,178,2.5,Diesel,yes,2007,T6 (Transporter),18,9.89,9.472704636443673,0,0.0
Toyota,8000.0,hatch,115,1.6,Petrol,yes,2007,Corolla,18,6.39,8.987196820661973,0,0.0
BMW,56500.0,crossover,1,2.0,Diesel,yes,2016,X5,9,0.11,10.941995917134532,1,2.0
Renault,9700.0,vagon,114,1.5,Diesel,yes,2012,Kangoo,13,8.77,9.179881164491475,0,0.0
Mercedes-Benz,7300.0,hatch,176,1.4,Petrol,yes,2004,A 140,21,8.38,8.895629627136483,1,1.4
Renault,9000.0,vagon,190,1.5,Diesel,yes,2009,Megane,16,11.88,9.104979856318357,0,0.0
Volkswagen,17900.0,sedan,96,2.5,Petrol,yes,2013,Passat B7,12,8.0,9.792555991828847,0,0.0
Volkswagen,10700.0,sedan,147,2.0,Petrol,yes,2007,Passat B6,18,8.17,9.277999020449997,0,0.0
Mercedes-Benz,11600.0,sedan,186,3.2,Petrol,yes,2003,E-Class,22,8.45,9.358760377094455,1,3.2
Volkswagen,15000.0,van,275,2.5,Diesel,yes,2008,T5 (Transporter),17,16.18,9.615805480084347,0,0.0
Volkswagen,8350.0,hatch,200,1.4,Petrol,yes,2005,Golf V,20,10.0,9.030016817844901,0,0.0
Mercedes-Benz,7700.0,sedan,199,5.0,Petrol,yes,1996,S 500,29,6.86,8.948975607841776,1,5.0
Audi,72000.0,sedan,55,6.3,Petrol,yes,2012,A8,13,4.23,11.184421397998193,1,6.3
Mitsubishi,17499.0,crossover,149,3.0,Gas,yes,2008,Pajero Wagon,17,8.76,9.769899015421748,0,0.0
Renault,11300.0,vagon,141,1.5,Diesel,yes,2013,Megane,12,11.75,9.332558004700433,0,0.0
Toyota,8500.0,sedan,168,1.6,Petrol,yes,2008,Corolla,17,9.88,9.047821442478408,0,0.0
Mercedes-Benz,14490.0,vagon,212,2.2,Diesel,yes,2008,E-Class,17,12.47,9.581214035314728,1,2.2
Volkswagen,11999.0,van,176,2.0,Diesel,yes,2011,T5 (Transporter) ,14,12.57,9.392578591964389,0,0.0
Volkswagen,4300.0,hatch,217,1.6,Gas,yes,1997,Golf III,28,7.75,8.366370301681654,0,0.0
BMW,35500.0,crossover,33,2.0,Diesel,yes,2014,X1,11,3.0,10.477287975463508,1,2.0
Toyota,2800.0,other,421,1.3,Gas,yes,1988,Corolla,37,11.38,7.937374696163295,0,0.0
BMW,37976.25,sedan,0,2.0,Petrol,yes,2016,520,9,0.0,10.544716243314605,1,2.0
Renault,10500.0,van,183,2.5,Diesel,yes,2006,Trafic,19,9.63,9.259130536145614,0,0.0
Toyota,74999.0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,9,0.11,11.225230059096225,0,0.0
Renault,7300.0,van,125,1.5,Diesel,yes,2012,Kangoo,13,9.62,8.895629627136483,0,0.0
Mitsubishi,12200.0,crossover,140,2.4,Petrol,yes,2007,Outlander XL,18,7.78,9.409191230721348,0,0.0
Mercedes-Benz,13600.0,van,199,2.2,Diesel,yes,2009,Vito,16,12.44,9.517825071724143,1,2.2
Audi,5000.0,sedan,280,2.3,Gas,yes,1992,100,33,8.48,8.517193191416238,1,2.3
Renault,12800.0,other,188,2.0,Diesel,yes,2008,Trafic,17,11.06,9.457200449907708,0,0.0
Volkswagen,12499.0,other,184,2.0,Diesel,yes,2012,T6 (Transporter) ,13,14.15,9.433403920090221,0,0.0
Mitsubishi,2800.0,sedan,150,2.0,Gas,yes,1996,Galant,29,5.17,7.937374696163295,0,0.0
Renault,7300.0,van,200,1.5,Diesel,yes,2007,Megane,18,11.11,8.895629627136483,0,0.0
Mitsubishi,6800.0,sedan,82,2.0,Petrol,yes,2007,Lancer,18,4.56,8.824677891164198,0,0.0
Mitsubishi,9500.0,crossover,225,2.4,Gas,yes,2004,Outlander,21,10.71,9.159047077588632,0,0.0
Audi,15900.0,hatch,160,1.4,Petrol,yes,2011,A3,14,11.43,9.674074388208323,1,1.4
Volkswagen,8900.0,other,180,1.9,Diesel,yes,2010,Caddy,15,12.0,9.093806555720231,0,0.0
Toyota,16030.0,sedan,90,2.5,Gas,yes,2012,Camry,13,6.92,9.6822172456036,0,0.0
BMW,28000.0,sedan,170,2.0,Diesel,yes,2011,520,14,12.14,10.239959789157341,1,2.0
Audi,10700.0,vagon,222,2.5,Diesel,yes,2005,A6,20,11.1,9.277999020449997,1,2.5
Mercedes-Benz,7000.0,sedan,230,2.0,Gas,yes,2000,E-Class,25,9.2,8.85366542803745,1,2.0
Volkswagen,8800.0,van,260,2.5,Diesel,yes,2008,T5 (Transporter) ,17,15.29,9.082507000466299,0,0.0
Volkswagen,35000.0,crossover,20,2.0,Diesel,yes,2014,Tiguan,11,1.82,10.46310334047155,0,0.0
Audi,8000.0,vagon,200,2.7,Diesel,yes,2006,A6,19,10.53,8.987196820661973,1,2.7
Mercedes-Benz,15400.0,sedan,260,2.2,Diesel,yes,2008,E-Class,17,15.29,9.642122788401721,1,2.2
Volkswagen,7650.0,sedan,325,1.8,Gas,yes,2003,Passat B5,22,14.77,8.942460926820582,0,0.0
Mitsubishi,10600.0,crossover,52,2.0,Petrol,yes,2008,Outlander,17,3.06,9.268609280100158,0,0.0
Renault,8200.0,vagon,192,1.5,Diesel,yes,2010,Logan,15,12.8,9.011889433252344,0,0.0
BMW,45000.0,sedan,29,2.0,Diesel,yes,2016,520,9,3.22,10.714417768752456,1,2.0
Volkswagen,5699.0,van,258,2.5,Diesel,yes,2001,T4 (Transporter) ,24,10.75,8.648045999835,0,0.0
Mercedes-Benz,13200.0,van,217,3.7,Gas,yes,2005,Viano,20,10.85,9.487972108574462,1,3.7
Volkswagen,11500.0,van,70,2.0,Diesel,yes,2013,Caddy,12,5.83,9.350102314351341,0,0.0
Volkswagen,12700.0,van,213,2.0,Diesel,yes,2012,T5 (Transporter) ,13,16.38,9.449357272446683,0,0.0
Volkswagen,12300.0,hatch,62,1.4,Petrol,yes,2012,Polo,13,4.77,9.417354541360508,0,0.0
Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010,S 350,15,6.67,10.477287975463508,1,3.5
Audi,15500.0,sedan,210,2.0,Diesel,yes,2008,A4,17,12.35,9.648595302907339,1,2.0
Mercedes-Benz,33000.0,crossover,109,2.2,Diesel,yes,2012,GLK 220,13,8.38,10.404262840448617,1,2.2
BMW,6500.0,sedan,280,2.0,Petrol,yes,1997,320,28,10.0,8.779557455883728,1,2.0
Volkswagen,2350.0,sedan,11,1.9,Other,no,2000,Passat B5,25,0.44,7.762170607138205,0,0.0
Volkswagen,17900.0,crossover,130,3.6,Gas,yes,2007,Touareg,18,7.22,9.792555991828847,0,0.0
BMW,34500.0,other,160,3.0,Diesel,yes,2010,X5,15,10.67,10.448714603019452,1,3.0
Renault,12300.0,sedan,99,2.5,Petrol,yes,2011,Latitude,14,7.07,9.417354541360508,0,0.0
Mercedes-Benz,20500.0,sedan,193,3.5,Other,yes,2006,CLS 350,19,10.16,9.9281801651265,1,3.5
BMW,75555.0,sedan,30,4.4,Petrol,yes,2014,M5,11,2.73,11.23261614684786,1,4.4
Toyota,12800.0,sedan,145,2.4,Petrol,yes,2008,Camry,17,8.53,9.457200449907708,0,0.0
Mercedes-Benz,12800.0,other,360,2.2,Diesel,yes,2008,Vito,17,21.18,9.457200449907708,1,2.2
Audi,6900.0,sedan,327,3.7,Petrol,yes,1997,A8,28,11.68,8.83927669058535,1,3.7
Volkswagen,17200.0,crossover,220,2.5,Diesel,yes,2006,Touareg,19,11.58,9.752664662801545,0,0.0
Renault,6800.0,sedan,87,1.4,Petrol,yes,2013,Symbol,12,7.25,8.824677891164198,0,0.0
Audi,14300.0,other,80,4.2,Petrol,yes,2004,A8,21,3.81,9.568014816247999,1,4.2
Volkswagen,11600.0,sedan,169,1.4,Gas,no,2013,Passat B7,12,14.08,9.358760377094455,0,0.0
Volkswagen,11990.0,van,231,2.5,Diesel,yes,2002,T4 (Transporter),23,10.04,9.39182824802156,0,0.0
BMW,77777.0,sedan,8,4.4,Petrol,yes,2014,750,11,0.73,11.261601036639322,1,4.4
Mercedes-Benz,28500.0,other,65,1.8,Petrol,yes,2011,E-Class,14,4.64,10.257659366256743,1,1.8
Audi,42700.0,crossover,75,3.0,Diesel,yes,2013,Q7,12,6.25,10.661954199216716,1,3.0
Volkswagen,6950.0,other,217,1.9,Diesel,yes,2006,Caddy,19,11.42,8.846496938558838,0,0.0
Volkswagen,7300.0,hatch,117,1.4,Petrol,yes,2007,Polo,18,6.5,8.895629627136483,0,0.0
Mitsubishi,27565.2,crossover,1,2.5,Diesel,yes,2016,Pajero Sport,9,0.11,10.224309386575188,0,0.0
Volkswagen,12900.0,vagon,145,1.6,Diesel,yes,2011,Golf Variant,14,10.36,9.464982590349763,0,0.0
Volkswagen,5900.0,sedan,217,2.3,Petrol,yes,1999,Bora,26,8.35,8.68270762989381,0,0.0
Mercedes-Benz,2600.0,hatch,111,1.4,Petrol,no,1999,A 140,26,4.27,7.8632667240095735,1,1.4
Audi,2799.0,vagon,390,1.9,Diesel,no,1998,A6,27,14.44,7.937017489515454,1,1.9
Mitsubishi,21000.0,crossover,98,2.5,Diesel,yes,2011,Pajero Sport,14,7.0,9.95227771670556,0,0.0
Audi,4999.0,sedan,231,1.9,Diesel,no,2002,A6,23,10.04,8.51699317141357,1,1.9
Volkswagen,6900.0,sedan,160,1.6,Petrol,yes,2003,Bora,22,7.27,8.83927669058535,0,0.0
Mercedes-Benz,5800.0,sedan,366,3.2,Gas,yes,1991,S 320,34,10.76,8.66561319653451,1,3.2
Mitsubishi,15700.0,other,68,1.8,Petrol,yes,2011,ASX,14,4.86,9.6614159913364,0,0.0
Volkswagen,74500.0,crossover,0,3.0,Diesel,yes,2015,Touareg,10,0.0,11.218554404367652,0,0.0
Mercedes-Benz,22900.0,sedan,131,5.5,Gas,yes,2008,S 500,17,7.71,10.03889218954233,1,5.5
Mercedes-Benz,32000.0,crossover,96,3.5,Petrol,yes,2010,ML 350,15,6.4,10.373491181781864,1,3.5
Mercedes-Benz,35300.0,sedan,3,1.6,Petrol,yes,2014,CLA 200,11,0.27,10.471638242921388,1,1.6
Volkswagen,6900.0,sedan,320,1.8,Gas,yes,2002,Passat B5,23,13.91,8.83927669058535,0,0.0
BMW,7000.0,sedan,286,2.8,Petrol,yes,2001,520,24,11.92,8.85366542803745,1,2.8
Volkswagen,35800.0,crossover,92,3.0,Diesel,yes,2011,Touareg,14,6.57,10.485703172388792,0,0.0
Volkswagen,10700.0,hatch,60,1.4,Petrol,yes,2010,Polo,15,4.0,9.277999020449997,0,0.0
BMW,23999.0,crossover,194,3.0,Petrol,yes,2007,X5,18,10.78,10.085767441795337,1,3.0
Volkswagen,2700.0,hatch,300,1.9,Diesel,no,2000,Golf IV,25,12.0,7.90100705199242,0,0.0
Toyota,18200.0,crossover,146,2.7,Gas,yes,2006,Land Cruiser Prado,19,7.68,9.809176873064887,0,0.0
Audi,2450.0,vagon,325,2.5,Diesel,no,2000,A6,25,13.0,7.803843303538772,1,2.5
Audi,15800.0,hatch,123,1.4,Petrol,yes,2010,A3,15,8.2,9.667765219015058,1,1.4
Volkswagen,9400.0,vagon,176,1.9,Diesel,yes,2005,Passat B5,20,8.8,9.148464968258095,0,0.0
Mitsubishi,5800.0,vagon,230,1.6,Petrol,yes,2005,Space Star,20,11.5,8.66561319653451,0,0.0
Volkswagen,13499.0,sedan,162,1.4,Petrol,yes,2012,Passat B7,13,12.46,9.510370887608827,0,0.0
Volkswagen,39615.0,sedan,0,2.0,Diesel,yes,2016,Passat B8,9,0.0,10.586963113399342,0,0.0
Toyota,23300.0,crossover,40,2.0,Petrol,yes,2014,Rav 4,11,3.64,10.056208639553791,0,0.0
Audi,2100.0,sedan,217,1.9,Diesel,no,1996,A4,29,7.48,7.649692623711514,1,1.9
Mercedes-Benz,2700.0,sedan,337,2.3,Gas,yes,1988,230,37,9.11,7.90100705199242,1,2.3
Volkswagen,6700.0,van,16,2.0,Diesel,yes,2005,Caddy,20,0.8,8.809862805379057,0,0.0
BMW,43163.25,crossover,0,2.0,Diesel,yes,2016,X1,9,0.0,10.672744717741898,1,2.0
Toyota,28350.0,crossover,92,2.2,Diesel,yes,2013,Rav 4,12,7.67,10.252382309155898,0,0.0
Toyota,29500.0,crossover,90,2.7,Gas,yes,2010,Land Cruiser Prado,15,6.0,10.292145542327912,0,0.0
Volkswagen,8200.0,sedan,258,1.9,Diesel,yes,2004,Passat B5,21,12.29,9.011889433252344,0,0.0
Mercedes-Benz,10999.0,other,269,2.2,Diesel,yes,2006,Sprinter 313,19,14.16,9.305559638557117,1,2.2
Renault,8299.0,sedan,19,1.2,Petrol,yes,2013,Logan,12,1.58,9.023890304598448,0,0.0
Toyota,20500.0,sedan,105,2.5,Petrol,yes,2013,Camry,12,8.75,9.9281801651265,0,0.0
Volkswagen,14500.0,van,168,2.0,Diesel,yes,2012,T5 (Transporter) ,13,12.92,9.581903928408666,0,0.0
Toyota,17300.0,other,135,3.5,Gas,yes,2009,Camry,16,8.44,9.75846178048587,0,0.0
Mercedes-Benz,18700.0,sedan,105,5.5,Petrol,yes,2006,S 500,19,5.53,9.836278802842678,1,5.5
Toyota,13200.0,sedan,38,1.33,Petrol,yes,2014,Corolla,11,3.45,9.487972108574462,0,0.0
Volkswagen,2450.0,sedan,200,1.3,Gas,yes,1991,Jetta,34,5.88,7.803843303538772,0,0.0
Audi,55000.0,hatch,24,2.8,Other,yes,2014,A7,11,2.18,10.915088464214607,1,2.8
Toyota,20000.0,van,135,2.4,Gas,yes,2006,Previa,19,7.11,9.903487552536127,0,0.0
Volkswagen,4000.0,hatch,266,1.9,Diesel,yes,1993,Golf III,32,8.31,8.294049640102028,0,0.0
Mitsubishi,16900.0,other,120,3.0,Petrol,yes,2008,Pajero Wagon,17,7.06,9.735068900911164,0,0.0
Mitsubishi,11450.0,sedan,60,1.6,Gas,yes,2012,Lancer X,13,4.62,9.345745008982385,0,0.0
Mercedes-Benz,24500.0,crossover,236,5.0,Petrol,yes,2000,G 500,25,9.44,10.106428396532818,1,5.0
Renault,12350.0,sedan,64,2.0,Gas,yes,2011,Fluence,14,4.57,9.421411342056123,0,0.0
Mercedes-Benz,6900.0,sedan,239,2.3,Petrol,yes,1996,E-Class,29,8.24,8.83927669058535,1,2.3
